ID,Name,Description,Category,Comment,Cognateset_ID,CognatesetReference_ID,Chapter_ID
4-2-37-None-86-POc-sapulu-a-1,,,,,4-2-37-None-86-POc-sapulu-a,4-2-37-None-86-POc-sapulu-a,4-2
4-2-46-None-93-POc-babu-a-1,,,,,4-2-46-None-93-POc-babu-a,4-2-46-None-93-POc-babu-a,4-2
4-2-46-None-94-PEOc-lapi-a-1,,,,,4-2-46-None-94-PEOc-lapi-a,4-2-46-None-94-PEOc-lapi-a,4-2
4-2-47-None-96-POc-kamaiutuq-a-1,,,,,4-2-47-None-96-POc-kamaiutuq-a,4-2-47-None-96-POc-kamaiutuq-a,4-2
4-2-47-None-97-POc-mkarawa-a-1,,,,,4-2-47-None-97-POc-mkarawa-a,4-2-47-None-97-POc-mkarawa-a,4-2
4-2-47-None-98-POc-mamanu-a-1,,,,,4-2-47-None-98-POc-mamanu-a,4-2-47-None-98-POc-mamanu-a,4-2
4-2-47-None-98-POc-bos-a-1,,,,,4-2-47-None-98-POc-bos-a,4-2-47-None-98-POc-bos-a,4-2
4-2-49-None-99-POc-kakawa-a-1,,,,,4-2-49-None-99-POc-kakawa-a,4-2-49-None-99-POc-kakawa-a,4-2
4-2-54-None-101-POc-qume-a-1,,,,,4-2-54-None-101-POc-qume-a,4-2-54-None-101-POc-qume-a,4-2
4-2-54-None-103-POc-mara-a-1,,,,,4-2-54-None-103-POc-mara-a,4-2-54-None-103-POc-mara-a,4-2
4-2-54-None-103-POc-qapalir-a-1,,,,,4-2-54-None-103-POc-qapalir-a,4-2-54-None-103-POc-qapalir-a,4-2
4-2-54-None-106-PEOc-bonea-a-1,,,,,4-2-54-None-106-PEOc-bonea-a,4-2-54-None-106-PEOc-bonea-a,4-2
4-2-54-None-106-POc-makqeto-a-1,,,,,4-2-54-None-106-POc-makqeto-a,4-2-54-None-106-POc-makqeto-a,4-2
4-2-54-None-107-POc-balaki-a-1,,,,,4-2-54-None-107-POc-balaki-a,4-2-54-None-107-POc-balaki-a,4-2
4-2-55-None-108-POc-kito-a-1,,,,,4-2-55-None-108-POc-kito-a,4-2-55-None-108-POc-kito-a,4-2
4-2-55-None-109-POc-roro-a-1,,,,,4-2-55-None-109-POc-roro-a,4-2-55-None-109-POc-roro-a,4-2
4-2-57-None-113-PROc-tawatawa-a-1,,,,,4-2-57-None-113-PROc-tawatawa-a,4-2-57-None-113-PROc-tawatawa-a,4-2
4-2-57-None-114-POc-tairi-a-1,,,,,4-2-57-None-114-POc-tairi-a,4-2-57-None-114-POc-tairi-a,4-2
4-2-57-None-115-POc-jalala-a-1,,,,,4-2-57-None-115-POc-jalala-a,4-2-57-None-115-POc-jalala-a,4-2
4-2-59-None-118-POc-lapaq-a-1,,,,,4-2-59-None-118-POc-lapaq-a,4-2-59-None-118-POc-lapaq-a,4-2
4-2-61-None-122-POc-barubaru-a-1,,,,,4-2-61-None-122-POc-barubaru-a,4-2-61-None-122-POc-barubaru-a,4-2
4-2-63-None-127-POc-boeboe-a-1,,,,,4-2-63-None-127-POc-boeboe-a,4-2-63-None-127-POc-boeboe-a,4-2
4-2-63-None-127-POc-buli-a-1,,,,,4-2-63-None-127-POc-buli-a,4-2-63-None-127-POc-buli-a,4-2
4-2-63-None-127-PCP-jexejexe-a-1,,,,,4-2-63-None-127-PCP-jexejexe-a,4-2-63-None-127-PCP-jexejexe-a,4-2
4-2-63-None-128-PROc-bakare-a-1,,,,,4-2-63-None-128-PROc-bakare-a,4-2-63-None-128-PROc-bakare-a,4-2
4-2-66-1-129-POc-bira-a-1,,,,,4-2-66-1-129-POc-bira-a,4-2-66-1-129-POc-bira-a,4-2
4-2-66-2-129-POc-qasa-a-1,,,,,4-2-66-2-129-POc-qasa-a,4-2-66-2-129-POc-qasa-a,4-2
4-2-66-2-130-POc-gara-a-1,,,,,4-2-66-2-130-POc-gara-a,4-2-66-2-130-POc-gara-a,4-2
4-2-66-3-131-POc-qunapi-a-1,,,,,4-2-66-3-131-POc-qunapi-a,4-2-66-3-131-POc-qunapi-a,4-2
4-2-66-4-133-PEOc-kabakaba-a-1,,,,,4-2-66-4-133-PEOc-kabakaba-a,4-2-66-4-133-PEOc-kabakaba-a,4-2
4-2-66-4-134-POc-siriko-a-1,,,,,4-2-66-4-134-POc-siriko-a,4-2-66-4-134-POc-siriko-a,4-2
4-4-3-2-167-PCP-jabajaba-a-1,,,,,4-4-3-2-167-PCP-jabajaba-a,4-4-3-2-167-PCP-jabajaba-a,4-4
4-4-3-3-168-PROc-lura-a-1,,,,,4-4-3-3-168-PROc-lura-a,4-4-3-3-168-PROc-lura-a,4-4
4-4-3-5-173-POc-tubara-a-1,,,,,4-4-3-5-173-POc-tubara-a,4-4-3-5-173-POc-tubara-a,4-4
4-4-3-5-173-POc-rakumu-a-1,,,,,4-4-3-5-173-POc-rakumu-a,4-4-3-5-173-POc-rakumu-a,4-4
4-4-3-5-176-PEOc-karuve-a-1,,,,,4-4-3-5-176-PEOc-karuve-a,4-4-3-5-176-PEOc-karuve-a,4-4
4-4-3-5-177-PEOc-kakaka-a-1,,,,,4-4-3-5-177-PEOc-kakaka-a,4-4-3-5-177-PEOc-kakaka-a,4-4
4-4-3-5-177-POc-karaka-a-1,,,,,4-4-3-5-177-POc-karaka-a,4-4-3-5-177-POc-karaka-a,4-4
4-4-3-5-177-POc-gkalau-a-1,,,,,4-4-3-5-177-POc-gkalau-a,4-4-3-5-177-POc-gkalau-a,4-4
4-4-3-7-179-ProtoMalaitaMakira-sisira-a-1,,,,,4-4-3-7-179-ProtoMalaitaMakira-sisira-a,4-4-3-7-179-ProtoMalaitaMakira-sisira-a,4-4
4-4-4-2-181-POc-raa-a-1,,,,,4-4-4-2-181-POc-raa-a,4-4-4-2-181-POc-raa-a,4-4
4-4-4-2-183-PEOc-matabuku-a-1,,,,,4-4-4-2-183-PEOc-matabuku-a,4-4-4-2-183-PEOc-matabuku-a,4-4
4-4-4-2-184-POc-sisiq-a-1,,,,,4-4-4-2-184-POc-sisiq-a,4-4-4-2-184-POc-sisiq-a,4-4
4-4-4-2-186-POc-lalak-a-1,"the following, all possibly borrowed from Tok Pisin _lalai_",,,,4-4-4-2-186-POc-lalak-a,4-4-4-2-186-POc-lalak-a,4-4
4-4-4-2-188-POc-burua-a-1,,,,,4-4-4-2-188-POc-burua-a,4-4-4-2-188-POc-burua-a,4-4
4-4-4-3-190-PEOc-bvasua-a-1,,,,,4-4-4-3-190-PEOc-bvasua-a,4-4-4-3-190-PEOc-bvasua-a,4-4
4-4-4-3-191-POc-kasi-a-1,,,,,4-4-4-3-191-POc-kasi-a,4-4-4-3-191-POc-kasi-a,4-4
4-4-4-3-193-POc-japi-a-1,,,,,1-4-5-5-104-POc-japi-a,4-4-4-3-193-POc-japi-a,4-4
4-4-4-3-196-PMM-game-a-1,,,,,4-4-4-3-196-PMM-game-a,4-4-4-3-196-PMM-game-a,4-4
4-4-4-4-197-PEOc-tadruku-a-1,,,,,4-4-4-4-197-PEOc-tadruku-a,4-4-4-4-197-PEOc-tadruku-a,4-4
4-4-4-6-200-POc-nusa-a-1,,,,,4-4-4-6-200-POc-nusa-a,4-4-4-6-200-POc-nusa-a,4-4
4-4-4-6-200-POc-managi-a-1,,,,,4-4-4-6-200-POc-managi-a,4-4-4-6-200-POc-managi-a,4-4
4-4-5-1-203-POc-sarawaki-a-1,,,,,4-4-5-1-203-POc-sarawaki-a,4-4-5-1-203-POc-sarawaki-a,4-4
4-4-5-1-203-POc-salan-a-1,,,,,4-4-5-1-203-POc-salan-a,4-4-5-1-203-POc-salan-a,4-4
4-4-5-1-204-PCP-wana-a-1,,,,,4-4-5-1-204-PCP-wana-a,4-4-5-1-204-PCP-wana-a,4-4
4-4-5-2-204-POc-pbula-a-1,,,,,4-4-5-2-204-POc-pbula-a,4-4-5-2-204-POc-pbula-a,4-4
4-4-5-2-205-PCP-tarasea-a-1,,,,,4-4-5-2-205-PCP-tarasea-a,4-4-5-2-205-PCP-tarasea-a,4-4
4-4-5-3-206-POc-saasaa-a-1,,,,,4-4-5-3-206-POc-saasaa-a,4-4-5-3-206-POc-saasaa-a,4-4
4-4-6-3-210-PPn-kalukalu-a-1,,,,,4-4-6-3-210-PPn-kalukalu-a,4-4-6-3-210-PPn-kalukalu-a,4-4
4-4-7-1-210-POc-ibo-a-1,,,,,4-4-7-1-210-POc-ibo-a,4-4-7-1-210-POc-ibo-a,4-4
4-4-7-2-211-POc-weli-a-1,,,,,4-4-7-2-211-POc-weli-a,4-4-7-2-211-POc-weli-a,4-4
4-5-2-2-222-PNGOc-makan-a-1,,,,,4-5-2-2-222-PNGOc-makan-a,4-5-2-2-222-PNGOc-makan-a,4-5
4-5-2-4-226-PNGOc-sirraesirrae-a-1,,,,,4-5-2-4-226-PNGOc-sirraesirrae-a,4-5-2-4-226-PNGOc-sirraesirrae-a,4-5
4-5-2-8-232-POc-labpou-a-1,the following terms for ‘rat’ from Malakula languages:,,,,4-5-2-8-232-POc-labpou-a,4-5-2-8-232-POc-labpou-a,4-5
4-5-2-9-236-POc-malibeka-a-1,,,,,4-5-2-9-236-POc-malibeka-a,4-5-2-9-236-POc-malibeka-a,4-5
4-5-2-9-236-POc-maliboi-a-1,"the following, which are glossed’flying fox’ and appear to reflect _*mali_ + _*eba_ or _*oba_.",,,,4-5-2-9-236-POc-maliboi-a,4-5-2-9-236-POc-maliboi-a,4-5
4-5-3-1-239-POc-boukasi-a-1,The following are all Polynesian loans.,,,,4-5-3-1-239-POc-boukasi-a,4-5-3-1-239-POc-boukasi-a,4-5
4-5-3-1-239-POc-basa-a-1,,,,,4-5-3-1-239-POc-basa-a,4-5-3-1-239-POc-basa-a,4-5
4-5-3-2-241-ProtoNorthBougainville-kasi-a-1,,,,,4-5-3-2-241-ProtoNorthBougainville-kasi-a,4-5-3-2-241-ProtoNorthBougainville-kasi-a,4-5
4-5-3-2-242-PWOc-kauwak-a-1,,,,,4-5-3-2-242-PWOc-kauwak-a,4-5-3-2-242-PWOc-kauwak-a,4-5
4-5-3-2-242-PWOc-paia-a-1,,,,,4-5-3-2-242-PWOc-paia-a,4-5-3-2-242-PWOc-paia-a,4-5
4-5-4-1-243-POc-purapuras-a-1,,,,,4-5-4-1-243-POc-purapuras-a,4-5-4-1-243-POc-purapuras-a,4-5
4-5-4-1-244-PPn-tafouraqa-a-1,,,,,4-5-4-1-244-PPn-tafouraqa-a,4-5-4-1-244-PPn-tafouraqa-a,4-5
4-5-4-1-245-POc-kurriap-a-1,,,,,4-5-4-1-245-POc-kurriap-a,4-5-4-1-245-POc-kurriap-a,4-5
4-5-4-2-247-POc-ruyu-a-1,,,,,4-5-4-2-247-POc-ruyu-a,4-5-4-2-247-POc-ruyu-a,4-5
4-5-5-3-254-POc-karliupas-a-1,,,,,4-5-5-3-254-POc-karliupas-a,4-5-5-3-254-POc-karliupas-a,4-5
4-5-5-3-255-PWOc-paria-a-1,,,,,4-5-5-3-255-PWOc-paria-a,4-5-5-3-255-PWOc-paria-a,4-5
4-5-5-3-256-PCP-vokai-a-1,,,,,4-5-5-3-256-PCP-vokai-a,4-5-5-3-256-PCP-vokai-a,4-5
4-5-5-3-257-POc-bili-a-1,,,,,4-5-5-3-257-POc-bili-a,4-5-5-3-257-POc-bili-a,4-5
4-5-5-3-259-POc-kaporu-a-1,,,,,4-5-5-3-259-POc-kaporu-a,4-5-5-3-259-POc-kaporu-a,4-5
4-5-5-4-260-POc-mogko-a-1,,,,,4-5-5-4-260-POc-mogko-a,4-5-5-4-260-POc-mogko-a,4-5
4-5-6-None-263-POc-parrac-a-1,,,,,4-5-6-None-263-POc-parrac-a,4-5-6-None-263-POc-parrac-a,4-5
4-5-6-None-263-POc-kurau-a-1,,,,,4-5-6-None-263-POc-kurau-a,4-5-6-None-263-POc-kurau-a,4-5
4-5-6-None-264-PNNG-karok-a-1,,,,,4-5-6-None-264-PNNG-karok-a,4-5-6-None-264-PNNG-karok-a,4-5
4-5-6-None-264-POc-kekeke-a-1,,,,,4-5-6-None-264-POc-kekeke-a,4-5-6-None-264-POc-kekeke-a,4-5
4-5-6-None-265-PMM-rokrok-a-1,,,,,4-5-6-None-265-PMM-rokrok-a,4-5-6-None-265-PMM-rokrok-a,4-5
4-5-7-1-266-POc-bati-a-1,,,,,4-5-7-1-266-POc-bati-a,4-5-7-1-266-POc-bati-a,4-5
4-5-7-1-267-PNGOc-joa-a-1,,,,,4-5-7-1-267-PNGOc-joa-a,4-5-7-1-267-PNGOc-joa-a,4-5
4-5-7-2-268-PEOc-qunap-a-1,,,,,4-5-7-2-268-PEOc-qunap-a,4-5-7-2-268-PEOc-qunap-a,4-5
4-6-2-None-277-POc-uju-a-1,,,,,4-6-2-None-277-POc-uju-a,4-6-2-None-277-POc-uju-a,4-6
4-6-2-None-278-POc-qatolur-a-1,,,,,4-6-2-None-278-POc-qatolur-a,4-6-2-None-278-POc-qatolur-a,4-6
4-6-2-None-281-POc-toki-a-1,Polynesian reflexes show _ŋ_ for expected _k_:,,,,1-9-3-2-250-POc-toki-a,4-6-2-None-281-POc-toki-a,4-6
4-6-4-None-286-PPn-moa-a-1,Possible borrowings from Polynesian include:,,,,4-6-4-None-286-PPn-moa-a,4-6-4-None-286-PPn-moa-a,4-6
4-6-4-None-287-POc-qupa-a-1,,,,,4-6-4-None-287-POc-qupa-a,4-6-4-None-287-POc-qupa-a,4-6
4-6-5-2-291-POc-baro-a-1,,,,,4-6-5-2-291-POc-baro-a,4-6-5-2-291-POc-baro-a,4-6
4-6-5-2-291-PSV-banie-a-1,,,,,4-6-5-2-291-PSV-banie-a,4-6-5-2-291-PSV-banie-a,4-6
4-6-5-2-292-ProtoCentralMicronesian-karau-a-1,,,,,4-6-5-2-292-ProtoCentralMicronesian-karau-a,4-6-5-2-292-ProtoCentralMicronesian-karau-a,4-6
4-6-5-2-292-PPn-matuku-a-1,"Compare, with unexpected referents:",,,,4-6-5-2-292-PPn-matuku-a,4-6-5-2-292-PPn-matuku-a,4-6
4-6-5-3-294-PEOc-raa-a-1,Probably borrowed from a SE Solomonic language:,,,,4-6-5-3-294-PEOc-raa-a,4-6-5-3-294-PEOc-raa-a,4-6
4-6-5-3-295-PPn-toloa-a-1,A probable Polynesian borrowing:,,,,4-6-5-3-295-PPn-toloa-a,4-6-5-3-295-PPn-toloa-a,4-6
4-6-5-4-296-POc-taragau-a-1,,,,,4-6-5-4-296-POc-taragau-a,4-6-5-4-296-POc-taragau-a,4-6
4-6-5-4-299-PSES-tava-a-1,,,,,4-6-5-4-299-PSES-tava-a,4-6-5-4-299-PSES-tava-a,4-6
4-6-5-4-300-POc-kitso-a-1,,,,,4-6-5-4-300-POc-kitso-a,4-6-5-4-300-POc-kitso-a,4-6
4-6-5-4-301-PNGOc-kisakisa-a-1,,,,,4-6-5-4-301-PNGOc-kisakisa-a,4-6-5-4-301-PNGOc-kisakisa-a,4-6
4-6-5-4-303-PSOc-mala-a-1,Borrowed from a North-Central Vanuatu language:,,,,4-6-5-4-303-PSOc-mala-a,4-6-5-4-303-PSOc-mala-a,4-6
4-6-5-7-309-PPn-moso-a-1,Two Outlier languages apply a possible reflex of this word to a different small black bird:,,,,4-6-5-7-309-PPn-moso-a,4-6-5-7-309-PPn-moso-a,4-6
4-6-5-8-312-POc-baluc-a-1,,,,,4-6-5-8-312-POc-baluc-a,4-6-5-8-312-POc-baluc-a,4-6
4-6-5-8-313-POc-bona-a-1,Probable borrowing from a North Vanuatu language:,,,,4-6-5-8-313-POc-bona-a,4-6-5-8-313-POc-bona-a,4-6
4-6-5-8-314-PCP-rubve-a-1,Probable Polynesian loans:,,,,4-6-5-8-314-PCP-rubve-a,4-6-5-8-314-PCP-rubve-a,4-6
4-6-5-8-318-POc-kurlukurlu-a-1,,,,,4-6-5-8-318-POc-kurlukurlu-a,4-6-5-8-318-POc-kurlukurlu-a,4-6
4-6-5-8-319-POc-kurau-a-1,,,,,4-6-5-8-319-POc-kurau-a,4-6-5-8-319-POc-kurau-a,4-6
4-6-5-8-320-POc-baruruk-a-1,,,,,4-6-5-8-320-POc-baruruk-a,4-6-5-8-320-POc-baruruk-a,4-6
4-6-5-9-321-PPT-wakekekakawe-a-1,Compare perhaps:,,,,4-6-5-9-321-PPT-wakekekakawe-a,4-6-5-9-321-PPT-wakekekakawe-a,4-6
4-6-5-9-324-POc-sipirri-a-1,,,,,4-6-5-9-324-POc-sipirri-a,4-6-5-9-324-POc-sipirri-a,4-6
4-6-5-9-325-POc-siri-a-1,,,,,4-6-5-9-325-POc-siri-a,4-6-5-9-325-POc-siri-a,4-6
4-6-5-9-326-POc-kareas-a-1,Probable loanword from a North-Central Vanuatu language:,,,,4-6-5-9-326-POc-kareas-a,4-6-5-9-326-POc-kareas-a,4-6
4-6-5-9-327-POc-kkgilne-a-1,A loan from a Southeast Solomonic language:,,,,4-6-5-9-327-POc-kkgilne-a,4-6-5-9-327-POc-kkgilne-a,4-6
4-6-5-9-328-PCP-kula-a-1,Polynesian borrowing (the species is a recent introduction from the Austral Islands):,,,,4-6-5-9-328-PCP-kula-a,4-6-5-9-328-PCP-kula-a,4-6
4-6-5-11-330-POc-kurudrdu-a-1,,,,,4-6-5-11-330-POc-kurudrdu-a,4-6-5-11-330-POc-kurudrdu-a,4-6
4-6-5-11-331-POc-drudrurr-a-1,,,,,4-6-5-11-331-POc-drudrurr-a,4-6-5-11-331-POc-drudrurr-a,4-6
4-6-5-11-331-PROc-lulu-a-1,A Polynesian borrowing:,,,,4-6-5-11-331-PROc-lulu-a,4-6-5-11-331-PROc-lulu-a,4-6
4-6-5-11-331-PROc-lulu-a-2,,,,,4-6-5-11-331-PROc-lulu-a,4-6-5-11-331-PROc-lulu-a,4-6
4-6-5-12-334-POc-kabakabal-a-1,"A probable borrowing from a North Vanuatu language, with metathesis (cf. Mwotlap):",,,,4-6-5-12-334-POc-kabakabal-a,4-6-5-12-334-POc-kabakabal-a,4-6
4-6-5-12-334-POc-kabakabal-a-2,,,,,4-6-5-12-334-POc-kabakabal-a,4-6-5-12-334-POc-kabakabal-a,4-6
4-6-5-13-336-POc-sjiko-a-1,A probable borrowing from a Southeast Solomonic language:,,,,4-6-5-13-336-POc-sjiko-a,4-6-5-13-336-POc-sjiko-a,4-6
4-6-6-1-342-POc-pisu-a-1,,,,,4-6-6-1-342-POc-pisu-a,4-6-6-1-342-POc-pisu-a,4-6
4-6-6-3-343-POc-takere-a-1,A probable borrowing from some North-Central Vanuatu language:,,,,4-6-6-3-343-POc-takere-a,4-6-6-3-343-POc-takere-a,4-6
4-6-6-3-343-ProtoNorthwestSolomonic-pitikole-a-1,,,,,4-6-6-3-343-ProtoNorthwestSolomonic-pitikole-a,4-6-6-3-343-ProtoNorthwestSolomonic-pitikole-a,4-6
4-6-6-3-344-PSOc-sora-a-1,"The following potential cognate may be a local formation, cf. _tatara_ ‘sweep’:",,,,4-6-6-3-344-PSOc-sora-a,4-6-6-3-344-PSOc-sora-a,4-6
4-6-6-3-344-PSES-riuriukabe-a-1,Apparently at least in part a borrowing from some SE Solomonic language:,,,,4-6-6-3-344-PSES-riuriukabe-a,4-6-6-3-344-PSES-riuriukabe-a,4-6
4-6-6-5-345-PNCV-laka-a-1,,,,,4-6-6-5-345-PNCV-laka-a,4-6-6-5-345-PNCV-laka-a,4-6
4-6-6-5-345-PNCV-laka-a-2,probable borrowing from a North-Central Vanuatu language,,,,4-6-6-5-345-PNCV-laka-a,4-6-6-5-345-PNCV-laka-a,4-6
4-6-6-6-346-POc-midi-a-1,,,,,4-6-6-6-346-POc-midi-a,4-6-6-6-346-POc-midi-a,4-6
4-6-6-7-348-POc-bisu-a-1,Probably borrowed from a SES language is,,,,4-6-6-7-348-POc-bisu-a,4-6-6-7-348-POc-bisu-a,4-6
4-6-6-7-348-POc-bisu-a-2,,,,,4-6-6-7-348-POc-bisu-a,4-6-6-7-348-POc-bisu-a,4-6
4-6-6-7-349-PPn-miti-a-1,Probable Polynesian borrowing:,,,,4-6-6-7-349-PPn-miti-a,4-6-6-7-349-PPn-miti-a,4-6
4-6-6-7-349-PSES-ciilo-a-1,,,,,4-6-6-7-349-PSES-ciilo-a,4-6-6-7-349-PSES-ciilo-a,4-6
4-6-7-1-352-PROc-taikok-a-1,The Rotuman form is a loan from Polynesian:,,,,4-6-7-1-352-PROc-taikok-a,4-6-7-1-352-PROc-taikok-a,4-6
4-6-7-2-353-PMic-tiku-a-1,Probable borrowing from a Micronesian language:,,,,4-6-7-2-353-PMic-tiku-a,4-6-7-2-353-PMic-tiku-a,4-6
4-6-7-2-354-PPn-tawake-a-1,Probable Polynesian borrowings:,,,,4-6-7-2-354-PPn-tawake-a,4-6-7-2-354-PPn-tawake-a,4-6
4-6-7-2-354-PPn-tawake-a-2,Probable Fijian cognate or borrowing:,,,,4-6-7-2-354-PPn-tawake-a,4-6-7-2-354-PPn-tawake-a,4-6
4-6-7-3-356-PNPn-mauakena-a-1,A probable Polynesian borrowing:,,,,4-6-7-3-356-PNPn-mauakena-a,4-6-7-3-356-PNPn-mauakena-a,4-6
4-6-7-3-356-PNPn-kanapu-a-1,A Polynesian borrowing:,,,,4-6-7-3-356-PNPn-kanapu-a,4-6-7-3-356-PNPn-kanapu-a,4-6
4-6-7-4-357-POc-drdaula-a-1,A borrowing from a SE Solomonic language:,,,,4-6-7-4-357-POc-drdaula-a,4-6-7-4-357-POc-drdaula-a,4-6
4-6-7-5-360-POc-pipipi-a-1,,,,,4-6-7-5-360-POc-pipipi-a,4-6-7-5-360-POc-pipipi-a,4-6
4-6-7-5-361-PCP-tulii-a-1,A probable Polynesian borrowing is Nehan tulia in the following three forms:,,,,4-6-7-5-361-PCP-tulii-a,4-6-7-5-361-PCP-tulii-a,4-6
4-6-7-5-362-PPn-kiukiwi-a-1,Probably borrowed from Polynesian:,,,,4-6-7-5-362-PPn-kiukiwi-a,4-6-7-5-362-PPn-kiukiwi-a,4-6
4-6-7-5-364-ProtoChuukicPonapeic-kuliua-a-1,Probable borrowing from a Micronesian language:,,,,4-6-7-5-364-ProtoChuukicPonapeic-kuliua-a,4-6-7-5-364-ProtoChuukicPonapeic-kuliua-a,4-6
4-6-7-5-364-PROc-kekekaka-a-1,Probable borrowings from some Micronesian language are:,,,,4-6-7-5-364-PROc-kekekaka-a,4-6-7-5-364-PROc-kekekaka-a,4-6
4-6-7-5-364-PPn-lafulafulafu-a-1,"The following may be cognate, though the semantic connection is hardly close:",,,,4-6-7-5-364-PPn-lafulafulafu-a,4-6-7-5-364-PPn-lafulafulafu-a,4-6
4-6-7-6-366-POc-selekai-a-1,,,,,4-6-7-6-366-POc-selekai-a,4-6-7-6-366-POc-selekai-a,4-6
4-6-7-6-366-PMic-karakara-a-1,,,,,4-6-7-6-366-PMic-karakara-a,4-6-7-6-366-PMic-karakara-a,4-6
4-6-7-6-368-PPn-tala-a-1,probable Polynesian borrowings:,,,,4-6-7-6-368-PPn-tala-a,4-6-7-6-368-PPn-tala-a,4-6
